user_id,item_id,rating
0,0,5.0
1,0,5.0
2,0,5.0
3,0,4.0
4,1,5.0
5,1,4.0
6,1,5.0
7,1,5.0
8,1,5.0
9,1,5.0
10,1,5.0
11,1,2.0
12,1,5.0
13,1,5.0
14,2,5.0
15,2,5.0
16,2,5.0
17,2,5.0
18,2,5.0
19,2,4.0
20,2,5.0
21,2,5.0
22,2,5.0
23,3,5.0
24,3,4.0
25,3,4.0
26,3,5.0
27,3,5.0
28,3,5.0
29,3,3.0
30,3,5.0
31,3,5.0
32,3,5.0
33,3,5.0
15,3,5.0
34,3,4.0
35,3,4.0
36,3,5.0
37,3,5.0
38,3,5.0
39,3,5.0
40,3,5.0
41,3,5.0
42,3,5.0
43,3,5.0
44,3,5.0
45,3,5.0
46,3,5.0
47,3,5.0
48,3,5.0
49,3,4.0
50,3,5.0
51,3,5.0
52,3,5.0
53,3,5.0
54,3,5.0
55,3,5.0
56,3,5.0
57,3,5.0
58,3,5.0
59,3,5.0
60,3,5.0
61,3,5.0
62,3,5.0
63,3,5.0
64,3,5.0
65,3,5.0
66,3,5.0
24,3,4.0
67,3,5.0
68,3,5.0
69,3,5.0
70,3,5.0
71,3,4.0
72,3,5.0
73,3,5.0
74,3,5.0
75,3,5.0
23,3,5.0
76,3,5.0
77,3,4.0
78,3,5.0
79,3,4.0
80,3,4.0
81,3,4.0
82,3,4.0
75,3,5.0
83,4,5.0
84,4,5.0
85,4,5.0
86,4,4.0
87,4,5.0
88,4,5.0
70,4,5.0
89,4,5.0
90,4,4.0
91,4,5.0
92,4,5.0
93,4,5.0
94,4,5.0
95,4,5.0
96,4,5.0
97,4,5.0
98,4,5.0
99,4,5.0
100,4,5.0
101,4,5.0
102,4,5.0
103,4,4.0
104,4,5.0
105,4,5.0
106,4,5.0
107,4,5.0
108,4,5.0
109,4,4.0
110,4,5.0
111,4,5.0
112,4,5.0
113,4,4.0
114,4,5.0
55,4,5.0
115,4,5.0
116,4,5.0
117,4,5.0
118,4,5.0
66,4,5.0
119,4,5.0
120,4,5.0
121,4,5.0
122,4,5.0
123,4,5.0
124,4,5.0
125,4,5.0
126,4,5.0
127,4,5.0
128,4,5.0
129,4,4.0
130,4,3.0
131,4,4.0
132,4,5.0
133,4,5.0
134,4,5.0
135,4,5.0
136,4,5.0
137,4,5.0
138,4,5.0
139,4,5.0
140,4,5.0
141,4,5.0
142,4,5.0
143,4,5.0
144,4,5.0
145,4,4.0
146,4,5.0
147,4,5.0
148,4,5.0
149,4,5.0
150,4,5.0
151,4,5.0
152,4,5.0
153,4,5.0
154,4,5.0
155,4,4.0
156,4,5.0
157,4,4.0
158,4,4.0
159,4,4.0
160,4,5.0
155,5,3.0
161,5,3.0
162,5,2.0
157,5,4.0
160,5,5.0
163,6,4.0
164,6,5.0
165,6,4.0
166,6,5.0
167,6,5.0
168,6,4.0
118,6,5.0
70,6,5.0
169,6,4.0
170,6,5.0
171,6,2.0
172,6,5.0
173,6,5.0
174,6,5.0
175,6,5.0
176,6,5.0
79,6,4.0
177,6,5.0
178,6,5.0
159,6,4.0
179,6,5.0
180,7,5.0
181,7,4.0
182,7,5.0
183,8,4.0
184,8,5.0
185,8,5.0
186,8,4.0
187,8,3.0
188,9,5.0
189,9,5.0
190,9,4.0
191,9,4.0
192,9,5.0
193,9,5.0
194,10,5.0
195,10,4.0
196,10,4.0
197,10,2.0
198,11,5.0
199,11,3.0
200,11,5.0
201,12,5.0
201,12,5.0
202,12,4.0
203,12,5.0
204,13,5.0
205,13,5.0
206,13,5.0
51,13,4.0
207,13,5.0
208,14,5.0
209,14,5.0
210,14,5.0
209,15,5.0
209,15,5.0
209,16,5.0
210,16,5.0
156,17,3.0
156,17,3.0
211,18,5.0
212,18,5.0
213,18,5.0
214,18,4.0
215,18,5.0
216,18,5.0
23,19,1.0
217,19,4.0
218,19,1.0
219,20,5.0
220,20,5.0
221,20,5.0
222,21,5.0
223,21,3.0
224,21,5.0
222,21,2.0
225,21,4.0
226,21,5.0
227,21,5.0
228,21,3.0
222,21,2.0
229,22,5.0
230,22,4.0
230,22,4.0
156,22,3.0
230,23,4.0
231,23,5.0
232,23,5.0
233,23,4.0
234,23,5.0
235,23,3.0
236,23,5.0
237,24,5.0
238,24,5.0
239,24,5.0
240,25,5.0
241,25,5.0
242,25,4.0
243,26,5.0
244,26,5.0
245,26,5.0
246,26,5.0
247,27,5.0
248,27,5.0
249,27,5.0
250,27,5.0
251,27,4.0
252,27,4.0
253,27,5.0
254,27,5.0
252,28,5.0
255,28,5.0
256,28,5.0
249,28,5.0
257,28,5.0
258,28,4.0
250,28,5.0
249,29,5.0
258,29,4.0
249,30,5.0
259,30,5.0
260,30,5.0
258,30,4.0
252,30,4.0
253,30,5.0
257,30,5.0
249,31,5.0
260,31,5.0
258,31,4.0
261,31,5.0
262,32,4.0
263,33,5.0
264,33,5.0
265,33,5.0
266,33,5.0
267,34,5.0
268,34,5.0
269,34,5.0
270,34,5.0
271,34,5.0
272,34,4.0
273,34,5.0
274,34,5.0
275,34,4.0
276,34,5.0
277,35,5.0
278,35,5.0
279,35,5.0
280,35,5.0
252,35,5.0
281,35,5.0
282,35,4.0
283,35,5.0
284,35,5.0
285,35,5.0
286,35,5.0
248,35,5.0
287,35,5.0
288,35,5.0
289,36,4.0
290,36,5.0
291,36,5.0
292,36,5.0
293,36,5.0
294,36,5.0
295,36,5.0
296,36,5.0
297,36,5.0
298,36,5.0
299,36,4.0
300,36,5.0
301,36,5.0
302,37,5.0
303,37,5.0
304,37,5.0
305,37,5.0
306,37,5.0
307,37,5.0
308,37,5.0
308,37,5.0
309,37,5.0
310,37,5.0
311,38,5.0
312,38,5.0
313,38,5.0
314,38,5.0
315,39,5.0
316,40,5.0
317,40,4.0
318,41,5.0
319,41,5.0
320,42,5.0
315,42,5.0
299,43,4.0
321,43,4.0
322,44,5.0
323,44,5.0
324,44,5.0
325,44,5.0
326,44,4.0
327,44,3.0
328,45,4.0
329,45,5.0
330,45,5.0
331,45,5.0
332,45,5.0
333,45,5.0
313,45,5.0
334,46,5.0
335,46,5.0
336,46,5.0
337,46,4.0
338,46,5.0
339,46,5.0
340,47,5.0
341,47,5.0
290,47,5.0
342,47,4.0
343,47,5.0
344,47,5.0
345,47,5.0
292,47,5.0
346,47,4.0
347,47,5.0
348,47,5.0
349,47,5.0
350,47,5.0
351,47,5.0
352,47,5.0
353,47,5.0
354,47,5.0
355,47,4.0
296,47,5.0
356,47,5.0
297,47,4.0
326,47,4.0
357,47,4.0
358,47,5.0
313,47,5.0
359,47,5.0
360,47,3.0
313,48,4.0
361,49,5.0
362,49,4.0
363,49,4.0
364,49,5.0
365,49,5.0
366,49,5.0
367,49,5.0
368,49,5.0
314,49,4.0
369,49,5.0
370,50,5.0
371,50,5.0
372,50,5.0
373,51,5.0
351,52,5.0
374,52,5.0
375,53,5.0
373,53,5.0
376,53,5.0
377,54,5.0
378,54,5.0
379,54,5.0
328,54,4.0
380,54,5.0
381,54,5.0
305,54,5.0
382,54,3.0
383,54,5.0
384,54,5.0
385,54,5.0
386,54,5.0
387,54,5.0
388,55,5.0
389,55,5.0
390,55,5.0
391,56,5.0
392,55,5.0
393,55,5.0
394,55,5.0
395,55,5.0
396,56,5.0
397,56,5.0
398,56,5.0
399,56,3.0
400,55,4.0
401,55,5.0
244,55,5.0
402,55,5.0
403,56,4.0
404,55,5.0
405,55,5.0
379,55,4.0
373,55,5.0
406,55,4.0
407,55,4.0
408,55,5.0
375,55,5.0
409,56,5.0
410,55,5.0
411,55,5.0
412,55,4.0
413,55,5.0
414,55,5.0
415,55,5.0
416,55,3.0
417,55,5.0
418,55,5.0
419,55,5.0
420,55,5.0
421,55,5.0
422,55,4.0
423,55,5.0
424,57,5.0
425,57,5.0
426,57,5.0
427,58,4.0
428,58,4.0
429,58,3.0
430,58,5.0
431,58,5.0
432,58,5.0
433,59,5.0
434,59,1.0
435,59,5.0
436,59,4.0
437,60,3.0
438,60,5.0
439,60,5.0
432,61,5.0
440,61,5.0
367,61,5.0
441,62,5.0
442,62,5.0
443,62,5.0
444,62,5.0
445,62,5.0
446,62,5.0
447,62,5.0
448,62,5.0
449,62,5.0
450,62,5.0
451,62,5.0
452,62,5.0
453,62,5.0
454,63,4.0
455,63,4.0
456,63,5.0
457,64,5.0
458,64,5.0
459,64,5.0
460,64,3.0
461,64,4.0
462,64,5.0
463,64,5.0
464,64,5.0
465,64,5.0
466,64,5.0
467,64,5.0
468,64,3.0
469,64,5.0
470,64,5.0
471,65,4.0
472,65,5.0
473,66,1.0
474,66,5.0
455,66,3.0
475,66,5.0
476,67,5.0
477,67,5.0
478,67,4.0
479,68,5.0
480,68,2.0
481,69,4.0
482,69,4.0
483,69,5.0
484,69,5.0
485,69,5.0
486,69,5.0
487,69,4.0
488,70,5.0
489,69,4.0
54,69,5.0
490,69,5.0
491,71,5.0
492,71,5.0
493,72,5.0
494,72,5.0
338,72,3.0
345,72,5.0
495,72,5.0
496,72,5.0
497,72,5.0
498,72,5.0
499,72,5.0
499,72,5.0
500,72,4.0
501,72,5.0
502,72,4.0
503,72,5.0
504,72,4.0
505,72,4.0
506,72,5.0
507,72,5.0
508,72,5.0
485,72,5.0
509,72,5.0
510,72,4.0
511,72,4.0
512,72,5.0
513,72,5.0
514,73,5.0
515,73,3.0
516,73,5.0
424,73,5.0
517,73,3.0
518,73,5.0
519,73,5.0
520,73,3.0
521,73,5.0
522,73,1.0
523,73,4.0
524,73,5.0
525,73,5.0
526,74,5.0
527,74,5.0
528,74,5.0
529,74,5.0
530,74,5.0
531,74,5.0
532,74,5.0
533,74,5.0
534,74,4.0
368,74,5.0
535,74,5.0
536,74,5.0
537,74,5.0
538,75,5.0
539,75,5.0
540,76,5.0
541,76,5.0
542,76,5.0
543,76,5.0
544,76,5.0
545,76,4.0
546,76,4.0
547,76,3.0
548,77,5.0
549,77,5.0
550,78,5.0
379,78,5.0
551,79,5.0
552,79,5.0
553,80,5.0
554,80,5.0
555,80,5.0
556,80,5.0
557,80,5.0
558,81,5.0
559,82,5.0
560,82,5.0
561,82,5.0
562,83,5.0
563,83,5.0
564,83,4.0
254,83,4.0
565,83,5.0
566,83,5.0
567,83,4.0
568,83,5.0
311,83,5.0
569,83,5.0
570,83,5.0
569,83,5.0
571,83,5.0
572,83,5.0
573,83,5.0
574,83,5.0
575,83,5.0
576,84,5.0
577,84,5.0
578,84,5.0
579,84,5.0
580,84,4.0
581,84,5.0
582,84,3.0
583,84,5.0
584,84,5.0
585,84,5.0
586,84,5.0
587,84,5.0
588,84,5.0
589,84,5.0
590,84,5.0
591,84,5.0
592,84,5.0
593,84,5.0
594,84,5.0
595,84,5.0
596,84,5.0
597,84,5.0
598,84,5.0
599,84,5.0
600,84,5.0
601,84,5.0
602,84,5.0
603,84,5.0
604,84,5.0
605,84,5.0
606,84,5.0
607,84,5.0
608,84,5.0
609,84,5.0
610,84,5.0
611,84,5.0
612,84,5.0
613,84,4.0
614,84,5.0
615,84,4.0
559,84,5.0
616,84,5.0
617,84,5.0
618,84,5.0
619,84,5.0
620,84,5.0
621,84,5.0
622,84,5.0
623,84,5.0
624,84,5.0
625,84,5.0
626,84,5.0
627,84,4.0
628,84,5.0
629,84,5.0
630,84,5.0
631,84,5.0
632,84,5.0
633,84,5.0
634,84,5.0
635,84,5.0
636,84,5.0
637,84,4.0
638,84,5.0
639,84,5.0
640,84,5.0
641,84,5.0
642,84,5.0
643,84,5.0
644,84,5.0
511,84,5.0
645,84,5.0
646,84,5.0
647,84,5.0
648,84,5.0
649,84,5.0
650,84,5.0
651,84,5.0
652,84,5.0
653,85,5.0
654,85,5.0
655,85,3.0
656,85,3.0
657,85,5.0
658,85,5.0
659,85,4.0
660,85,5.0
661,85,5.0
662,85,5.0
663,85,5.0
664,85,5.0
665,86,5.0
666,86,5.0
667,86,5.0
345,86,5.0
395,86,5.0
668,86,5.0
268,86,5.0
669,86,5.0
366,86,5.0
670,86,5.0
671,87,4.0
672,87,5.0
371,87,5.0
673,87,5.0
526,86,5.0
674,86,5.0
675,86,5.0
676,86,5.0
677,88,5.0
678,86,5.0
679,86,5.0
680,86,5.0
681,86,5.0
682,86,5.0
683,86,5.0
684,89,5.0
685,89,5.0
686,90,5.0
687,91,4.0
688,91,5.0
689,91,4.0
690,91,5.0
691,91,4.0
692,91,5.0
693,92,5.0
694,93,5.0
695,93,3.0
696,93,5.0
697,93,5.0
698,93,5.0
699,93,4.0
700,93,5.0
701,93,5.0
702,93,5.0
703,94,5.0
704,94,4.0
705,94,5.0
706,94,5.0
313,94,5.0
707,94,5.0
708,95,5.0
709,95,5.0
710,96,4.0
24,97,5.0
711,97,3.0
712,97,5.0
713,98,5.0
714,98,4.0
715,99,2.0
716,99,5.0
717,99,5.0
718,99,3.0
719,99,5.0
720,98,5.0
666,98,5.0
721,98,5.0
722,98,5.0
723,98,1.0
341,98,5.0
724,98,5.0
417,98,5.0
725,98,5.0
554,100,5.0
726,100,5.0
68,100,5.0
727,101,5.0
728,102,5.0
729,102,5.0
730,102,5.0
731,102,5.0
732,102,5.0
733,102,4.0
733,103,5.0
734,104,5.0
735,105,5.0
736,105,3.0
737,105,5.0
738,105,5.0
739,105,5.0
554,103,5.0
740,103,5.0
741,103,5.0
742,103,5.0
743,105,5.0
744,105,5.0
745,105,5.0
746,105,5.0
747,105,5.0
748,105,5.0
749,106,5.0
750,107,5.0
751,107,5.0
752,107,5.0
752,107,5.0
753,107,5.0
754,107,5.0
475,108,5.0
755,108,5.0
756,108,5.0
757,108,4.0
758,108,5.0
738,108,5.0
704,109,4.0
759,109,5.0
705,109,5.0
760,109,5.0
761,109,4.0
762,108,5.0
763,108,5.0
764,108,5.0
765,108,5.0
766,108,5.0
767,108,5.0
768,108,5.0
769,108,5.0
770,108,5.0
771,108,5.0
772,108,1.0
